player,Normalized Win Probability
Cristiano Ronaldo,20.8067940552017
Lionel Messi,16.348195329087048
Neymar,11.040339702760086
Mohamed Salah,6.581740976645436
Kevin De Bruyne,6.369426751592357
Eden Hazard,4.45859872611465
Luka Modrić,4.033970276008493
Roberto Firmino,3.821656050955414
Harry Kane,2.9723991507431
Isco,2.547770700636943
Toni Kroos,2.335456475583864
Robert Lewandowski,2.1231422505307855
Luis Suárez,1.2738853503184715
Ivan Rakitić,1.2738853503184715
Éver Banega,1.2738853503184715
Antoine Griezmann,1.0615711252653928
Marcelo,1.0615711252653928
Kylian Mbappé,1.0615711252653928
Sadio Mané,0.8492569002123143
N'Golo Kanté,0.8492569002123143
Gabriel Jesus,0.6369426751592357
Christian Eriksen,0.6369426751592357
Edinson Cavani,0.6369426751592357
Romelu Lukaku,0.6369426751592357
Thibaut Courtois,0.6369426751592357
Joshua Kimmich,0.42462845010615713
Jan Vertonghen,0.42462845010615713
James Rodríguez,0.42462845010615713
Sergio Ramos,0.42462845010615713
Aleksandar Kolarov,0.42462845010615713
Andrés Iniesta,0.21231422505307856
Leroy Sané,0.21231422505307856
Kamil Glik,0.21231422505307856
Paulo Dybala,0.21231422505307856
Aleksandr Golovin,0.21231422505307856
Cesc Fàbregas,0.21231422505307856
Thomas Müller,0.21231422505307856
Jordan Henderson,0.21231422505307856
Edin Džeko,0.21231422505307856
Simon Kjær,0.21231422505307856
Samuel Umtiti,0.21231422505307856
Nemanja Matić,0.21231422505307856
Bernardo Silva,0.0
Alisson,0.0
Alphonse Areola,0.0
Andrea Barzagli,0.0
Andriy Pyatov,0.0
Clément Lenglet,0.0
Atiba Hutchinson,0.0
Bernard,0.0
Bruno Fernandes,0.0
Bohdan Butko,0.0
Caner Erkin,0.0
Casemiro,0.0
Chris Smalling,0.0
Facundo Ferreyra,0.0
Felipe,0.0
Luca Zuffi,0.0
Jérôme Boateng,0.0
Alex Telles,0.0
Alessandro Florenzi,0.0
Alex Sandro,0.0
Elseid Hysaj,0.0
Jean-Paul Boëtius,0.0
Diego Perotti,0.0
César Azpilicueta,0.0
Dimitri Oberlin,0.0
Douglas Costa,0.0
Duško Tošić,0.0
Ederson,0.0
Emre Can,0.0
Alberto Moreno,0.0
Eric Dier,0.0
Fabricio,0.0
Daley Blind,0.0
Craig Gordon,0.0
Federico Fazio,0.0
Andrew Robertson,0.0
Alaixys Romao,0.0
Javi Martínez,0.0
Gianluigi Buffon,0.0
Jemerson,0.0
Iván Marcano,0.0
Franck Ribéry,0.0
Fred,0.0
Gabriel Mercado,0.0
Gara Garayev,0.0
Georginio Wijnaldum,0.0
Gerard Piqué,0.0
Giorgio Chiellini,0.0
Gonzalo Higuaín,0.0
Fernando,0.0
Guido Pizarro,0.0
Hugo Lloris,0.0
Héctor Herrera,0.0
Ibrahim Šehić,0.0
Igor Akinfeev,0.0
Ismaily,0.0
Ivan Ordets,0.0
Filipe Luís,0.0
Davinson Sánchez,0.0
Jesús Rueda,0.0
Keylor Navas,0.0
Joaquín Correa,0.0
Jordi Alba,0.0
José Callejón,0.0
Juan Jesus,0.0
Karim Benzema,0.0
Jan Oblak,0.0
Kevin Strootman,0.0
Adrien Trebel,0.0
Fernandinho,0.0
Kostas Manolas,0.0
Kyle Walker,0.0
Layvin Kurzawa,0.0
Leander Dendoncker,0.0
Loris Karius,0.0
Jasmin Handanović,0.0
James Milner,0.0
Dejan Lovren,0.0
Luiz Adriano,0.0
David de Gea,0.0
Pierre-Emerick Aubameyang,0.0
Medhi Benatia,0.0
Martin Milec,0.0
Mário Fernandes,0.0
Marwan Kabha,0.0
Michael Lang,0.0
Adrien Rabiot,0.0
Pepe Reina,0.0
Stathis Aloneftis,0.0
Marlos,0.0
Steven Nzonzi,0.0
Sven Ulreich,0.0
Taison,0.0
Talisca,0.0
Taras Stepanenko,0.0
Taulant Xhaka,0.0
Thiago Alcántara,0.0
Marquinhos,0.0
Marek Suchý,0.0
Tomáš Vaclík,0.0
Maksim Medvedev,0.0
Mats Hummels,0.0
Marco Verratti,0.0
Miralem Pjanić,0.0
Pablo Sarabia,0.0
Nélson Semedo,0.0
Nuno Morais,0.0
Niklas Süle,0.0
Manuel Akanji,0.0
Pepe,0.0
Nicolás Otamendi,0.0
Mitja Viler,0.0
Marc-André ter Stegen,0.0
Mohamed Elyounoussi,0.0
Míchel,0.0
Marcos Alonso,0.0
Nacho,0.0
Thiago Silva,0.0
Tonny Vilhena,0.0
David Alaba,0.0
Sergi Roberto,0.0
Roman Bürki,0.0
Rui Patrício,0.0
Ryan Babel,0.0
Sami Khedira,0.0
Saúl Ñíguez,0.0
Scott Brown,0.0
Serge Aurier,0.0
Ricardo Quaresma,0.0
Rodrigo Battaglia,0.0
Kieran Tierney,0.0
Lucas Vázquez,0.0
Dennis Appiah,0.0
Dani Alves,0.0
Dani Carvajal,0.0
Daniele De Rossi,0.0
Danilo Pereira,0.0
Sergio Busquets,0.0
Ricardo Pereira,0.0
Trent Alexander-Arnold,0.0
Sofyan Amrabat,0.0
Viktor Vasin,0.0
Vincent Aboubakar,0.0
Virgil van Dijk,0.0
Wissam Ben Yedder,0.0
Yacine Brahimi,0.0
Yaroslav Rakitskiy,0.0
Éder Álvarez Balanta,0.0
Sergio Rico,0.0
Renato Steffen,0.0
Sergio Escudero,0.0
Richard Almeida,0.0
Praxitelis Vouros,0.0
Péter Gulácsi,0.0
Radja Nainggolan,0.0
Rafinha,0.0
Raphaël Varane,0.0
İlkay Gündoğan,0.0
